title,company,location,salary,work_type,posted_date,description,job_url,page_number,index_on_page
Junior Project Coordinator,"Fonsen Properties Co., Ltd. (SARNIES)",กรุงเทพมหานคร,"฿30,000 – ฿35,000 per month",งานเต็มเวลา,ลงประกาศเมื่อ 18 วันที่ผ่านมา,"Role Overview We are looking for a Junior Project Coordinator to support cross-functional projects across brand, build, and business within the group. This role works closely with the Group Creative Project Manager to ensure projects move smoothly from planning through execution, across food & beverage concepts, marketing initiatives, construction, and ongoing business-as-usual operations. Key Responsibilities 1. Project Coordination & Tracking Support planning, coordination, and tracking of multiple group-wide projects Maintain project timelines, trackers, and milestone updates Track dependencies, lead times, deliverables, and flag risks early Follow up with internal teams and external partners to ensure progress stays on track 2. Brand & Creative Workflow Support Coordinate creative workflows across branding, menus, and marketing initiatives Assist with briefing documents, feedback rounds, and approval tracking with our agency arm Ensure creative assets are delivered in line with agreed timelines and standards Prepare meeting notes, summaries, and internal presentations for alignment 3. Concept Build & Pre-Opening Support Support coordination of build-related items including Furniture, Fixtures & Equipment lists, equipment trackers, and procurement schedules Track delivery timelines and installation milestones Assist with pre-opening checklists, documentation, and handover processes Liaise with suppliers, contractors, and internal teams as needed 4. Group Operations Support Support ongoing initiatives across outlets and group functions Assist with rollouts, updates, and recurring operational projects Maintain shared folders, documentation, and reference materials 5. Communication & Reporting Prepare regular project updates and status summaries Document meeting notes, decisions, action items, and next steps Act as a central coordination point for assigned projects Escalate issues clearly and in a timely manner Qualifications & Experience Must-Haves 1–3 years experience in project coordination, operations, agency, consulting, or similar roles Strong organizational and time-management skills Comfortable managing multiple workstreams at once Proactive, detail-oriented, and accountable Demonstrated interest in leveraging AI tools to improve productivity and workflows Clear written and verbal communication in English & Thai Nice-to-Haves Exposure to F&B, hospitality, retail, design, or construction projects Basic understanding of branding, marketing, or creative workflows Experience working with timelines, trackers, or project management tools",https://th.jobsdb.com/th/job/90749196?type=standard&ref=search-standalone#sol=7070718b7fd23489d08776d1845515b3e2757634,1,11
IT Administrator / IT Executive,ผู้ประกอบการไม่เปิดเผยชื่อบริษัท,กรุงเทพมหานคร,,งานเต็มเวลา,ลงประกาศเมื่อ 1 วันที่ผ่านมา,"Key Responsibilities 1. IT Support Provide on-site and remote support for hardware, software, and network issues Troubleshoot and resolve user issues related to devices, connectivity, and access Manage onboarding and offboarding (account setup, access rights, device provisioning) 2. Network Support Assist in maintaining office network infrastructure (LAN / Wi-Fi) Support basic configuration of network devices (routers, switches, access points) Monitor network performance and escalate issues when needed 3. Asset & Device Management Manage IT inventory, including laptops, accessories, and network equipment Prepare, configure, and deploy devices for employees Maintain accurate asset records and tracking 4. System Administration Support user account management (email, internal systems, permissions) Assist with routine server or cloud-related tasks and backups Follow standard operating procedures (SOPs) for IT operations 5. Office IT & Maintenance Support office IT setup (workstations, basic cabling, connectivity) Coordinate with vendors for installations, maintenance, and repairs Ensure proper functioning of shared equipment (meeting rooms, printers, etc.) Qualifications Bachelor’s degree in IT or related field 2–5 years of experience in IT support or system administration Basic knowledge of networking (LAN/Wi-Fi, routers, switches) Familiar with Windows/Mac environments and common business tools Strong troubleshooting and problem-solving skills Good communication and service-minded attitude",https://th.jobsdb.com/th/job/91334732?type=standard&ref=search-standalone#sol=16dcf440cbfd85ab4700705ec4ec4ab743d49178,1,12
Manager - Operation Development (System development),"Boonrawd Brewery Co., Ltd.",ดุสิต กรุงเทพมหานคร,,งานเต็มเวลา,ลงประกาศเมื่อ 24 วันที่ผ่านมา,"OBJECTIVE บริหาร วางแผน และกำหนดทิศทางการพัฒนาและดูแลระบบงาน System Development ของกลุ่มงาน Customer services and supports ในส่วนงานศูนย์ Contact Center และงาน BPO ภายใต้บริษัท บุญรอด ซัพพลายเชน จำกัด เพื่อให้ระบบงานสนับสนุนการดำเนินธุรกิจได้อย่างมีประสิทธิภาพ รองรับการเติบโตขององค์กร และสอดคล้องกับกลยุทธ์ทางธุรกิจ ทั้งในปัจจุบันและอนาคต รวมถึงเป็นผู้นำในการประสานงานกับหน่วยงานภายในและภายนอก เพื่อพัฒนา ปรับปรุง และบริหารจัดการระบบให้ตอบโจทย์การทำงานของผู้ใช้งานสูงสุด ROLE & RESPONSIBILITY ด้านกลยุทธ์, การบริหารระบบ, เทคนิคและการพัฒนา วางแผน พัฒนา ปรับปรุง และบูรณาการระบบ Contact Center และ BPO ให้สอดคล้องกับธุรกิจและเชื่อมต่อกับระบบอื่นของบริษัท กำหนดมาตรฐานและบริหารการพัฒนาระบบให้บรรลุเป้าหมาย พร้อมควบคุมงบประมาณ แผนงาน และทรัพยากรที่เกี่ยวข้อง บริหารและกำกับดูแลระบบ Contact Center และระบบสนับสนุน เช่น ACD, CTI, CRM, Knowledge Management, Order-to-Cash และ Business Intelligence Tools ศึกษา วิเคราะห์ และพัฒนาเครื่องมือ/ระบบใหม่ เช่น CCS, CRM, AI และ Automation เพื่อเพิ่มประสิทธิภาพการทำงาน บริหารจัดการระบบและกระบวนการให้สอดคล้องกับการทำงานที่เป็นไปตามมาตรฐาน ISO, SOC2 และ COPC ด้านการบริหารโครงการ (Project Management) บริหารจัดการโครงการพัฒนาระบบตั้งแต่ต้นจนจบ (End-to-End) ครอบคลุมตั้งแต่การคัดเลือก วิเคราะห์ เปรียบเทียบ เสนออนุมัติ พัฒนา ตรวจรับ และส่งมอบงาน จัดทำแผนงานโครงการ (Project Plan) กำหนด Timeline, Scope, Budget และทรัพยากรที่เกี่ยวข้อง พร้อมติดตามและควบคุมให้เป็นไปตามแผนที่กำหนด วิเคราะห์และประเมินโครงการในมิติต่าง ๆ เช่น ด้านเทคนิค ต้นทุน ความคุ้มค่า (Cost-Benefit) ผลกระทบต่อธุรกิจ และความเสี่ยงของโครงการ (Risk Management) วางแผนและบริหารการขึ้นระบบ (UAT/ System Implementation / Go-live / Knowledge transfer) และการติดตามผลหลังส่งมอบงาน ด้านการบริหารทีมและการประสานงาน ประสานงานและทำงานร่วมกับหน่วยงานที่เกี่ยวข้องทั้งภายใน และภายนอก สื่อสารความต้องการทางธุรกิจระหว่างทีมเทคนิค และผู้เกี่ยวข้องเข้าใจตรงกัน ด้านการวิเคราะห์และรายงานผล วิเคราะห์ข้อมูลการดำเนินงาน เพื่อพัฒนาแนวทางการปรับปรุงระบบและกระบวนการ จัดทำรายงานผลการดำเนินงานของระบบ แก่ผู้บริหาร เช่น Project Progress, System performance, Productivity Report พร้อมทั้งนำเสนอผู้บริหาร",https://th.jobsdb.com/th/job/90928107?type=standard&ref=search-standalone#sol=cda62031b7b0305d345c753c506c58494ebda36b,1,13
Business Analyst,SCBX Public Company Limited,กรุงเทพมหานคร (ไฮบริด),,งานเต็มเวลา,ลงประกาศเมื่อ 11 วันที่ผ่านมา,"We are seeking a high-caliber Business Analyst to join SCBX Group. This role focuses on gathering, analyzing, and translating business requirements into clear documentation and actionable insights, supporting the design and delivery of AI-driven products and solutions across the group. Key responsibilities : Gather and analyze business requirements from stakeholders, translating them into structured documentation for product and technology teams. Collaborate closely with business and technology squads to ensure solutions align with defined objectives and user needs. Prepare clear and comprehensive process flows, functional specifications, and supporting documentation throughout the project lifecycle. Support user acceptance testing by defining test scenarios and validating that delivered solutions meet business requirements. Monitor and track project progress, flagging risks or gaps to relevant stakeholders in a timely manner. Contribute to continuous improvement of business analysis practices across the team. If you meet below qualifications and are ready to take on a challenging role, we encourage you to apply. Experience in business analysis or a related field. Strong ability to gather, document, and communicate requirements across both business and technology stakeholders. Proficiency in process mapping, functional specification writing, and requirements management. Analytical mindset with structured problem-solving and attention to detail. Experience working in agile or squad-based delivery environments. Exposure to financial services, fintech, or AI-driven product development is an advantage. About Us SCBX is the mothership of the financial technology business group comprising Siam Commercial Bank, SCB 10X Co., Ltd., Card X Co., Ltd., InnovestX Securities Co., Ltd., and other companies. SCBX drives and powers the development and execution of strategic initiatives, with a particular emphasis on financial enterprises and digital technologies. This includes pursuing new business opportunities, M&A, strategic investments, partnerships, and divestitures. It captures some of the biggest growth opportunities with superior returns, by adapting to consumers' changing behaviors and demands in a timely manner. These industries will improve the overall quality of life while serving a greater purpose. The company conducts business with flexibility and prudence in governance and risk management and has the potential to compete equally in global competitions.",https://th.jobsdb.com/th/job/91162648?type=standard&ref=search-standalone#sol=d6e31270e01ceb33020732f1022e7cf5cc64e507,1,14
DATA CENTER ASSET MANAGEMENT,PT GST,กรุงเทพมหานคร,฿30.000 – ฿40.000 per month,งานเต็มเวลา,ลงประกาศเมื่อ 5 ชั่วโมงที่ผ่านมา,"DataCenter Asset Management Mainly responsible for DataCenter’s asset management, including but not limited to the following: Inventory audit & to ensure database record match with actual assets on-site Daily operation work Communicate well with other team members Other duties as assigned Technical Requirements Have background in Asset Management, Warehouse Management, DataCenter Management Strong knowledge & understanding of IDC devices Proficient in Microsoft Office, expecially Word, Excel, Powerpoint General requirements Diploma degree or above least 1 year of data center maintenance experience Proactive, good coordination skills, strong sense of responsibility Mature, attention to details, good documentation skills Must be able to speak , read & write fluent English & Mandarin Chinese Quick learning ability, adapt quickly to changes Able to work Over-time if required",https://th.jobsdb.com/th/job/91347557?type=standard&ref=search-standalone#sol=ca93035f328763556ae26510d33a7159422ae4a5,1,15
Senior Project Coordinator (Contract),"Chan Wanich Co., Ltd. (BU8)",บางรัก กรุงเทพมหานคร,,งานเต็มเวลา,ลงประกาศเมื่อ 7 ชั่วโมงที่ผ่านมา,"CHANWANICH Digital Group Digital Platform | Services | System Integration If you looking for a challenging role, we're looking forward to meeting you :) We are hiring for a Project Coordinator ( Software Solutions – Government Clients ) Responsibilities Able to make a draft project charter, draft project delivery budget, and project plan to report to the Project Manager for consideration, such as Maintenance Service Agreement Project, etc. Follow up on the team's work, both the presales phase and delivery phase, to align with the set plan or budget. and report to the Project Manager when there is a tendency not to be able to work as planned or budgeted Including offering options to solve problems that arise. Able to accurately update the status of the project, both presales phase and delivery phase, to those involved both internally and externally. Able to record meeting minutes and ready to learn work in various processes. Other duties as assigned Qualifications Bachelor's degree in Business administration or related field of study. At least 3 years of experience in Project Coordinator or other related fields. Good communication and interpersonal skills capable of maintaining strong relationships. Ability to work effectively both independently and as part of a team. Ability to travel or work upcountry. Experienced in coordinating government projects. วันและเวลาทำงาน : วันจันทร์ - ศุกร์ เวลา 8.30 – 17.30 น. สถานที่ปฏิบัติงาน : สำนักงานใหญ่สีลม",https://th.jobsdb.com/th/job/91345256?type=standard&ref=search-standalone#sol=24019ba2e2582c3979adca440460e7bb90bb725a,1,16
Space Management & Data Analytic (Trade Marketing),DSG International (Thailand) PLC.,ห้วยขวาง กรุงเทพมหานคร (ไฮบริด),,งานเต็มเวลา,ลงประกาศเมื่อ 11 ชั่วโมงที่ผ่านมา,"Space Management & Data Analyst ; Manage Home shelf / 2nd display space by utilizing offtake data, range / assortment review to suggest merchandising guideline and to secure / expand / improve brand visibility at home shelf and 2nd display to maximize Sales and profit. To comply regulations including Quality Occupational Health Safety and environment also Medical devices Responsibilities : Manage and Simulate Shelf Space Understand Shopper decision tree and translate to shelf presentation Analysis product performance and shelf space Assortment review and suggestion Product facings suggestion based on Day of supply and regular movement Suggest DSG shelf space and manage shelf space to maximize sales and brand direction Plan to change over Customer shelf space to gain Homeshelf / visibility share annually and follow up by quarterly. Product database management Updated Product list and Assortment list by customer by stores Update distribution of each SKUs in MT Update Promotion calendar Communicate Merchandising guideline to Operation team Deploy Merchandising guideline and Shelf share expectation to sales team, PC and Merchandising team Co-lead training to sales team and PC team on quarterly basis Qualifications : Bachelor's Degree in any fields At least 3 years experience in Space Management or Schematic, preferably in Consumer Goods/FMCG industry Good knowledge in Space and Planogram (POG) Proactive, strategic thinking, detail-oriented, and able to work in a fast-paced working environment. High skill level in Excel (Vlookup and Pivot etc) and Powerpoint. Good interpersonal skills. Good team player Interested applicants are invited to send application with full resume indicating qualifications and experience, transcript, expected salary and recent photo via APPLY NOW DSG International (Thailand) Public Co., Ltd. 183, 11th Floor, Regent House Building, Rajdamri Road, Lumpini, Pathumwan, Bangkok 10330 Tel. : 02-651-8061",https://th.jobsdb.com/th/job/91260569?type=standard&ref=search-standalone#sol=8d44d196d1cc8c74d9ff3857890fda5f062428c2,1,17
Digital Solutions Manager,AOT GROUND AVIATION SERVICES COMPANY LIMITED,ดอนเมือง กรุงเทพมหานคร (ไฮบริด),,งานเต็มเวลา,ลงประกาศเมื่อ 26 วันที่ผ่านมา,"Role and Responsibility: Develop digital system and organizational innovation strategies aligned with the company’s short-term and long-term strategic goals. Plan, manage, design, and develop the organization's digital data systems to ensure their suitability and efficiency, while enhancing enterprise information systems for seamless data integration and effective analytics. Analyze operational and business processes, proposing innovative solutions and strategic plans to improve business efficiency and effectiveness. Coordinate with IT departments and relevant stakeholders to maintain and optimize the organization’s digital information systems for maximum efficiency. Monitor the progress of digital development and innovation projects, ensuring alignment with key performance indicators (KPIs), evaluating project status, and adjusting development plans as needed to meet success criteria. Establish an enterprise information governance framework, develop data governance policies, and oversee compliance to ensure the security and integrity of organizational information systems. Qualification: Bachelor’s degree or higher in Computer Engineering, Information Technology, Computer Science, Applied Statistics, or a related field. A minimum of 8 years of experience in business data analysis or related fields. Preferable experience in data-driven strategic decision-making, database management, IT project management, or other relevant leadership roles. Proficiency in data management, integration, and enterprise data architecture to support organizational development and strategic planning. Strong analytical skills in business process evaluation, identifying opportunities for efficiency and effectiveness improvements. Proficiency in business intelligence, reporting, and data-driven decision-making strategies. Excellent communication and data presentation skills. Strategic thinking with the ability to formulate and execute high-level initiatives. Strong project management capabilities with experience in overseeing complex initiatives. Workplace: Donmueang International Airport Welfare and Benefits: Health insurance Life insurance Accident insurance Dental fee Provident fund Annual increase salary (Depend on individual & company's performance) Annual bonus (Depend on individual & company's performance) Vacation leave, Personal leave, Sick leave Annual health checks up Annual activities For more information, please feel free to contact us. HR Department Tel 085-504-0012",https://th.jobsdb.com/th/job/90857247?type=standard&ref=search-standalone#sol=f56c158eec6cbde193350cb2a8bbb2b1465cc36d,1,18
IT Manager,"Coca Holding International Co., Ltd.",กรุงเทพมหานคร,"฿65,000 – ฿90,000 per month",งานเต็มเวลา,ลงประกาศเมื่อ 11 วันที่ผ่านมา,"Data Management Manage data backup and recovery systems Ensure data security, integrity, and confidentiality User Support Provide technical support (hardware, software, network) Train staff to improve IT skills Vendor Management Coordinate with IT vendors and service providers Negotiate contracts for cost-effective solutions Budget Management Plan and manage IT budget Identify cost-saving opportunities Collaboration Work with departments to understand needs Implement IT solutions to improve operations Documentation Maintain IT system records and documentation Develop policies and procedures for compliance Qualifications Bachelor’s degree in IT, Computer Science, or a related field Experience as an IT Manager or in a similar role (hospitality/restaurant industry preferred) Strong knowledge of networking, security, and system administration Good communication and teamwork skills Ability to explain technical concepts to non-technical users Strong problem-solving abilities Experience with restaurant POS systems is an advantage Benefits 5 working days per week (2 days off) Social Security Group insurance (OPD/IPD) Biannual bonus (twice a year) Annual salary increase Annual staff party Sales incentives and tips Annual leave and 16 public holidays 20% employee discount at all branches worldwide Free meal (for some positions) Overtime pay and travel allowance (for some positions) Special financial assistance (case by case) Birthday gift Uniform provided (for some positions)",https://th.jobsdb.com/th/job/91170268?type=standard&ref=search-standalone#sol=442fbfbdf57d2c2c8e946babccb914b0f72be6b6,1,19
IT Support,"MDPI (Thailand) Co., Ltd.",ห้วยขวาง กรุงเทพมหานคร,"฿27,000 – ฿34,999 per month",งานเต็มเวลา,ลงประกาศเมื่อ 12 วันที่ผ่านมา,"Responsibilities: Performs installations adjustments, problem analysis, upgrading and maintenance of workstations, ICT devices as well as software needed to support the workplace Performs IT infrastructure monitoring and preventive maintenance Coordinate with a service center or with the head office for complicated technical issues Provide technical information or advice on IT products selection Prepare and install standard programs into laptops for new devices Managing multiple cases at one time Handling all other jobs at the director's order. Basic knowledge of managing Microsoft 365 environments, including users, groups, and mailboxes Experience with IT ticketing systems (e.g. Jira, ServiceNow) for handling and tracking IT support tasks Basic knowledge of network setups and troubleshooting, including connectivity issues and LAN/Wi‑Fi Qualifications: > 1-year experience Bachelor's Degree in Computer Science, Computer Engineering, Information Technology and related majors. Alternatively, Bachelor's Degree in other majors with work experience in the IT field is fine Basic communication skills in English Attention to detail and good problem-solving skills Ability to act with confidentiality and professionalism Proactive mindset and readiness to work in a fast-paced environment Ability to prioritize and work independently Demonstrated ability to establish effective and cooperative working relationships built on trust Benefits: Flexible working hours Laptop provided 5 working days a week Annual bonus Position allowance Tutorship and tutor allowance Group health insurance Social security Annual physical exam New member physical exam Paid annual leave Team activity fund, snacks, and birthday activity fund",https://th.jobsdb.com/th/job/91147591?type=standard&ref=search-standalone#sol=41690d701173c6aae041252c9e835942753e1b85,1,20
Full Stack Developer,LOMR COMPANY LIMITED,สาทร กรุงเทพมหานคร (ระยะไกล),"฿55,000 – ฿65,000 per month",งานเต็มเวลา,ลงประกาศเมื่อ 13 วันที่ผ่านมา,"LOMR : Develop the Future with Better Experience Products: FinTech | EduTech | Data Analytics Position: Full Stack Developer Key Responsibilities Develop and maintain both front-end and back-end systems, ensuring timely delivery according to project plans Collaborate with cross-functional teams to understand user requirements and provide effective technical solutions Analyze requirements and create system flows, diagrams, and technical documentation to support development Design and optimize database structures for performance and scalability Write and maintain unit tests to ensure system quality and reliability Troubleshoot issues and provide effective solutions with strong analytical skills Participate in code reviews to ensure code quality, standards, and correct implementation Monitor existing systems, identify bugs, and improve system performance Continuously learn new technologies and propose tools or ideas to enhance company products Required Tech Stack Strong proficiency in Node.js with JavaScript and TypeScript Experience with front-end development using React or Solid.js Proficient in SQL and experienced with ORM tools Hands-on experience with PostgreSQL, including stored procedures Understanding of NoSQL databases Experience with at least one framework: Fastify.js, HyperExpress, or Express.js Experience in building applications using Microservices Architecture Familiarity with Cloud services (e.g., GCP, DigitalOcean, or others) Proficient with Git, SSH, Docker, Docker Compose, and basic Linux commands (e.g., vi, cat) Qualifications Minimum 5 years of experience in software development Bachelor’s degree in Computer Science, Computer Engineering, Information Technology, or a related field",https://th.jobsdb.com/th/job/91119766?type=standard&ref=search-standalone#sol=57cf2ac18912027dccc04e8488e8ab02e5d7e722,1,21
IT Support (SOURI),"Richsmile co.,LTD.",บางรัก กรุงเทพมหานคร,,งานเต็มเวลา,ลงประกาศเมื่อ 19 วันที่ผ่านมา,"Key Responsibilities Design and implement IT infrastructure from scratch, including hardware, software, and network systems Set up and maintain internal office networks (LAN, Wi-Fi, Firewall, VPN, CCTV) Procure and manage IT hardware (notebooks, printers, routers, etc. Manage email and collaboration tools (e.g., Google Workspace, Microsoft 365) Provide technical support and troubleshoot issues for staff (IT Helpdesk) Develop and maintain secure data storage and backup systems Manage access controls for both software and hardware systems Coordinate with purchasing teams and external vendors for procurement and maintenance Suggest and present new tools or improvements to increase organizational efficiency Perform other tasks as assigned Provide support for troubleshooting and ensuring efficient operation of the Point of Sale (POS) system. Provide guidance and basic troubleshooting for the POS system to sales staff. Coordinate ERP system setup and installation projects. Qualifications Bachelor's degree in IT, Computer Science, Computer Engineering, or a related field At least 1–3 years of experience in IT Support or System Administration Strong understanding of basic network infrastructure and the ability to manage network devices Familiar with cloud services (e.g., Google Workspace, Microsoft 365, Dropbox) Experience managing user accounts, security, antivirus, and backup systems (ERP/SAP experience is a plus) Strong technical and troubleshooting skills in both hardware and software Eager to learn, responsible, and able to communicate effectively with other teams Problem-solving mindset with a helpful attitude Good interpersonal skills and a strong service mind Experience working with startups, creative industries, or e-commerce is a plus.",https://th.jobsdb.com/th/job/91015805?type=standard&ref=search-standalone#sol=6a4f798a453626c374c3cd51cf74e7bbf137fdad,1,22
Software Engineer (New Graduation 2026),"TOYOTA TSUSHO NEXTY ELECTRONICS (THAILAND) CO., LTD.",ปทุมวัน กรุงเทพมหานคร (ไฮบริด),,งานเต็มเวลา,ลงประกาศเมื่อ 3 วันที่ผ่านมา,"Responsibilities Design, Development and Testing of Embedded Software in Automotive Industrial Vehicle Implement by C/C++, Model based design (MATLAB Simulink) Work with Embedded Development teams to support customers (TOYOTA, DENSO, etc.) Requirements Bachelor's or master's degree in electrical engineering, Electronics Engineering, Mechatronics Engineering, Control Engineering, Computer Engineering, Software Engineering, or related fields Programing knowledge in Python, C / C#/ C++, MATLAB Simulink, or other related programming Experience in Microcontroller, Arduino, Raspberry Pi, IOT, Embedded would be advantaged Good communication in both writing and speaking English and fluent in Thai",https://th.jobsdb.com/th/job/91322817?type=standard&ref=search-standalone#sol=2afb8284ad5bfcbd2e9093334cbd3e4fe57aede1,1,23
IT Infrastructure Manager (Hotel Business),C.P. Land Public Company Limited,ดินแดง กรุงเทพมหานคร,,งานเต็มเวลา,ลงประกาศเมื่อ 4 วันที่ผ่านมา,ความรับผิดชอบ ดูแลและสนับสนุนโครงสร้างพื้นฐานด้าน IT ของโรงแรม รวมถึงเซิร์ฟเวอร์ เครือข่าย และระบบสื่อสาร ประสานงานกับผู้ให้บริการภายนอกเพื่อบำรุงรักษาและสนับสนุนฮาร์ดแวร์และซอฟต์แวร์ แก้ไขปัญหาเครือข่ายเพื่อให้แน่ใจว่ามีการหยุดชะงักน้อยที่สุด ตรวจสอบและดูแลระบบให้มีความพร้อมและมีประสิทธิภาพ ช่วยในการวางแผนและดำเนินการโครงการ IT เช่น การอัปเกรดระบบและการนำเทคโนโลยีใหม่มาใช้ ประสานงานกับแผนกต่าง ๆ เพื่อให้แน่ใจว่าโครงการ IT สอดคล้องกับวัตถุประสงค์ทางธุรกิจและเสร็จสิ้นตามเวลา ให้การสนับสนุนระดับแรกและระดับสองสำหรับปัญหาที่เกี่ยวข้องกับ IT โดยเน้นที่ระบบ Commache ติดตามและบันทึกคำขอสนับสนุนในระบบ Help Desk เพื่อให้แน่ใจว่ามีการแก้ไขและติดตามผลอย่างทันเวลา คุณสมบัติ ปริญญาตรีในสาขาเทคโนโลยีสารสนเทศ วิทยาการคอมพิวเตอร์ หรือสาขาที่เกี่ยวข้อง ประสบการณ์ 5 ปีขึ้นไป มีความรู้และประสบการณ์อย่างดีในระบบงานโรงแรม,https://th.jobsdb.com/th/job/90739229?type=standard&ref=search-standalone#sol=3759319a45813c6e479d2ef98f843ca4a9d33a3e,1,24
Junior Business Analyst (MRT Pahon Yothin),Coforge Limited,กรุงเทพมหานคร,"฿55,000 – ฿65,000 per month",งานเต็มเวลา,ลงประกาศเมื่อ 14 วันที่ผ่านมา,"Coforge is a leading global IT solutions organization, enabling its clients to transform at the intersect of unparalleled domain expertise and emerging technologies to achieve real-world business impact. The Company focuses on three key verticals: Banking and financial services, Insurance, Travel and Transportation. This domain strength is combined with leading-edge capabilities in Data & Analytics, Automation, Cloud, and Digital. Position: Business Analyst (2-3 years of experience) Location: MRT Phahon Yothin / BTS Ha Yaek Ladprao Key Responsibilities: Gather business requirement (user stories) and analyze the current business processes of the client and recommend and develop solutions to meet the clients’ needs. Support identifying challenges and issues, then come up with the solutions Conduct solution design workshops/meetings with teams to identify requirements and solutions Design the solutions with technical details Conducts gap analysis between To-Be and As-Is Operating Model Prepare requirements and configuration specification for the projects Support reviewing and revising requirement document package Design and review test cases and test scenarios, and support in testings Qualifications: Bachelor’s degree in Technology, Computer Engineering, Computer Science, or related fields Minimum 2-year experience as a Business Analyst Ability to analyze data, prepare and interpret key finding, identify recommendations, and communicate with key project stakeholders Proven problem-solving skills in an open and changing working environment Proven ability to work independently with strong teamwork skills Strong organizational, multi-tasking, and time management skills Average English Communication What We Offer Permanent opportunity with Coforge Monthly traveling allowance Provident fund Comprehensive medical insurance including OPD/IPD, social security, and dental reimbursement Generous leave policy: 30 sick leaves and 14 annual leaves Annual salary review based on performance Professional development through training course We appreciate the interest of all applicants. Please note that only candidates shortlisted for interviews will be contacted.",https://th.jobsdb.com/th/job/91088822?type=standard&ref=search-standalone#sol=e38a265cc1359f6293647e7db362538afa8258c6,1,25
Business Analyst,Next Capital Public Company Limited,บางรัก กรุงเทพมหานคร,,งานเต็มเวลา,ลงประกาศเมื่อ 3 วันที่ผ่านมา,"Qualifications Bachelor’s degree in Computer Science, Information Technology, Software Engineering, Information Management, or a related field. At least 3–5 years of experience in system analysis and developing requirement documents. Proficiency in using ERP systems, Microsoft Dynamics 365, and accounting systems (experience in these areas is a plus). Solid understanding of Information Technology principles and End-to-End processes for HP and Digital Lending. Knowledge of UX/UI design principles and Agile/Scrum methodology. Excellent communication, presentation, negotiation, and coordination skills. Strong team player with the ability to work collaboratively with Developers, QA, and Business teams. Constantly keeping up with new technologies, industry trends, and digital transformation. Ability to prepare comprehensive documentation including Requirement Documents, Functional Specifications, Use Cases, and User Stories Responsibilities Gather user and stakeholder requirements and analyze business processes to support report development that meets user needs. Collect user requirements, analyze and design solutions (Requirement Documents) to effectively communicate with developers, testers, and users to ensure mutual understanding. Coordinate and explain requirements to relevant parties including IT, non-IT departments, and end users. Collaborate with Developers, QA, Testers, and Project Teams at all stages of the Software Development Life Cycle (SDLC). Plan User Acceptance Testing (UAT), prepare test cases, and coordinate with users throughout the testing process. Analyze and design process flows (Process Flow / BPMN) to improve operational efficiency. Coordinate and support various departments to ensure operations are aligned with plans and set goals. Consolidate and summarize progress updates for presentation to stakeholders. Monitor and analyze operational performance across various areas.",https://th.jobsdb.com/th/job/91328015?type=standard&ref=search-standalone#sol=70d4d12203f93b354adcab7daf0e80dd883f408e,1,26
Vice President - Project Management Office,"Q BILLIGENCE CO., LTD.",กรุงเทพมหานคร (ไฮบริด),"฿180,000 – ฿220,000 per month",งานเต็มเวลา,ลงประกาศเมื่อ 5 วันที่ผ่านมา,"Key Responsibilities Lead end-to-end project delivery with full accountability for overall project success Define project strategy, scope, timeline, budget, and resource planning across initiatives Drive project governance, methodologies, and standardization across the organization Oversee project scheduling, resource allocation, and cross-functional coordination Identify, assess, and mitigate risks, and manage changes throughout the project lifecycle Establish and control project budgets, including contract and vendor management Lead and manage multiple project teams and team leads across various workstreams Monitor project performance, track progress, and ensure alignment with business objectives Provide regular updates to senior management and escalate critical issues when required Continuously improve PMO processes, tools, and best practices Qualifications Bachelor’s or Master’s degree in Computer Science, IT, Computer Engineering, or related field 8–10 years of experience in project management (experience leading large-scale projects preferred) Proven leadership experience managing cross-functional teams Strong analytical thinking and problem-solving capabilities Ability to work effectively under pressure in a fast-paced environment Strong decision-making and stakeholder management skills Hands-on experience with project management tools (e.g., Microsoft Project, Jira, Asana, Microsoft Teams) Soft Skills High ownership and accountability with a results-oriented mindset Excellent communication skills with both business and technical stakeholders Strong leadership, coaching, and team development capabilities Ability to manage multiple parallel projects and priorities effectively Certifications (Preferred) PMP / Agile / Scrum / ITIL",https://th.jobsdb.com/th/job/91290198?type=standard&ref=search-standalone#sol=36ded04100381be3d88f01bd293c5e5fb6cfd87d,1,27
