title,company,location,salary,work_type,posted_date,description,job_url,page_number,index_on_page
*HYBRID WORK* Learning Solution - Designer (ID: 695403),PERSOL Thailand,กรุงเทพมหานคร (ไฮบริด),,งานเต็มเวลา,,"Overview Our client is looking for a creative and business‑minded Learning Solution Designer to join the team. This role is ideal for someone who is passionate about developing impactful learning experiences and enjoys working closely with Sales and top management to design programs that truly meet client needs. You will collaborate directly with the Sales Team and CEO to translate client challenges into innovative learning solutions that drive business outcomes. Key Responsibilities Work closely with the Sales Team and top management to design customized learning solutions aligned with client needs, industry trends, and business objectives. Develop end‑to‑end learning courses, including concept creation, curriculum design, learning objectives, and training materials. Conduct needs analysis and translate client requirements into clear training proposals and solution packages. Coordinate with subject‑matter experts and external trainers to ensure content accuracy, relevance, and practical impact. Design engaging learning experiences across multiple formats, including classroom training, workshops, e‑learning, and blended learning. Create high‑quality learning assets such as slides, facilitator guides, participant handbooks, workbooks, and interactive activities. Support the Sales Team in client meetings by presenting learning concepts, explaining course structures, and adjusting solutions based on feedback. Ensure consistency in learning methodology, design standards, and overall learner experience across all programs. Conduct post‑training evaluations and provide recommendations for continuous improvement of learning solutions. Research emerging L&D trends and propose new course ideas to expand and enhance the learning portfolio. Qualifications & Skills Bachelor’s degree in Education, Human Resources, Psychology, Business, or related fields. 3–7 years of experience in Learning & Development, instructional design, training design, or corporate training. Strong understanding of adult learning principles and modern learning methodologies. Creative thinker with the ability to turn business problems into structured learning experiences. Good communication and presentation skills; comfortable working with senior stakeholders including CEO-level. Ability to work collaboratively with Sales, trainers, and management. Proficient in designing content using tools such as PowerPoint, Canva, or e-learning software. Good command of English. Passion for training, coaching, and people development. PERSOL HR Services Recruitment (Thailand) Co., Ltd. Pimpisud Piromvaragorn (Mind) M (+66) 95 359 4514 21st Floor, Bangkok City Tower, Unit 2101-02, 179 South Sathorn Road, Thungmahamek, Sathorn, Bangkok 10120 Thailand *All applications will be treated in strict confidence. All material submitted in connection with your application will become part of our confidential recruitment files. We regret that only shortlisted candidates will be notified. By submitting your curriculum vitae or personal data to us in connection with your job application, you are deemed to have read and agreed to the terms of our Privacy Policy and consented to the collection, use, and disclosure of your personal data by us and our affiliates, in accordance with our Privacy Policy. Please visit www.persolkelly.co.th for a copy of our Privacy Policy. If you wish to withdraw your consent, please drop us an email to let us know. PERSOL THAILAND We are one of the leading HR solutions companies in the APAC region providing holistic and integrated end-to-end HR solutions.",https://th.jobsdb.com/th/job/90391143?type=standard&ref=search-standalone#sol=9b91c8f89d1f0cc10533a6a373827599451c9147,41,27
IBC Survey & Design Engineer,"Huawei Technologies (Thailand) Co., Ltd.",ห้วยขวาง กรุงเทพมหานคร,,งานเต็มเวลา,,"General Description of Duties and Responsibilities: Provide technical support and consultation to customers on-site Bill of Quantities (BOQ) design and solution summaries, ensuring alignment with project requirements. Review, assess, and modify survey design reports for IBC (In-Building Coverage) sites, including TBOOM (Telecom Bill of Materials), submitted by subcontractors, ensuring compliance with industry standards and project specifications. Provide expert guidance and support for the survey and design of ultra-large, complex IBC sites, ensuring comprehensive and efficient design solutions. Collaborate with cross-functional teams to identify challenges and propose innovative solutions for site surveys and designs. Prepare and present clear, detailed reports, summaries, and documentation to both internal teams and customers. Maintain thorough knowledge of industry trends, emerging technologies, and best practices in IBC design and survey methodologies. Candidate Requirementsซ Bachelor’s degree in Telecommunications Engineering or a related field. Minimum 3 years of experience in site survey and design. Knowledge of 2G/3G/4G/5G network architecture. Understanding of IBC site survey and design, including electrical systems. Proficient in design tools like AutoCAD. Motivated, responsible, and proactive. Customer-oriented with strong communication skills. Willingness to work overtime. Good command of English both spoken and written.",https://th.jobsdb.com/th/job/90505752?type=standard&ref=search-standalone#sol=1c01a9659eb0ebd10c221a4a8dbed1be0f439592,41,28
SAP FICO Functional Lead,UTAC Thai Limited,บางนา กรุงเทพมหานคร (ไฮบริด),,งานเต็มเวลา,,"Responsibilities Lead the functional SAP team and oversee the implementation, configuration, and optimization of SAP solutions across various modules, including FI/CO, SD, MM, PP, QM, etc. Primary FICO-Lead to formulate UTAC ONESAP financial common chart of accounts and drive one common standard financial framework with vendor and all finance users of all sites Responsible for SAP FICO Functional & Technical role, actively involved in full SDLC system implementation from collection of user requirements to system solution & user acceptance. Configure, convey, and deliver SAP FICO Module functionality along with integration of other modules like MM, SD, QM and PP. Develop, implement, support, and maintain SAP related requests efficiently, observing change management and security compliances Map GAP analysis for specific module in implementation, in according to predefined standard templates Prepare test scripts for testing the configured scenarios. Testing to include unit testing, system integration testing, performance testing, user acceptance testing, regression testing or any client specific software testing Prepare configuration document, end user manual and user training guide Interaction with other modules, modules specialists, users, and all team players Update of project status to Project Manager and other relevant parties as per predefined frequency and needs Responsible for successful delivery of ONESAP program within stipulated timeline and work scope for UTL and all UTAC sites, where applicable. Ongoing post implementation and after Go Live support and sustenance Requirements Degree in Information Technology or Finance, Management Accounting or Accountancy. Should have minimum 4-6 years of SAP S/4 HANA experience with at least 2-3 implementation experience, preferably in consulting role and familiar in Manufacturing business domain. Good inter-personal and communication skills and demonstrate collaboration and teamwork, is innovative and constantly seeks improvement. Able to read and speak English fluently is highly desirable. Must have extensive & proficient experience in SAP S/4 GL Accounting, AR and AP, Bank Accounting, Asset Accounting, Parallel Currencies, CO- Profitability Analysis and CO-Product Costing, Management and Statutory Reporting and strong knowledge in FICO integration with other modules (SD/MM/PP/QM) and other systems. Added Advantages: SAP S/4 HANA certifications, proficiency in BTP ABAP skills are big plus Proficiency in technology areas such as .NET SQL, Excel, MES knowledge Project Management skills",https://th.jobsdb.com/th/job/90077452?type=standard&ref=search-standalone#sol=27500c09dc3cdea095460236ed6329c535a302e5,41,29
Sales Solution (AI solution),MFEC Public Company Limited,จตุจักร กรุงเทพมหานคร,,งานเต็มเวลา,,"Overview: We are seeking a dynamic, results-driven, and tech-savvy Sales Solutions Executive to lead the growth of our AI-powered ESG Platform and Renewable Energy Solutions. This role is perfect for sales professional with a passionate about digital transformation, sustainability, and creating meaningful impact—particularly within large enterprises in the manufacturing and industrial sectors. You will play a key role in driving business growth by identifying strategic clients, presenting tailored solutions, and building long-term partnerships that help organizations enhance operational efficiency and achieve ESG targets. Key Responsibilities Identify and engage prospective clients in the private sector, especially within manufacturing and industrial domains Understand client pain points and sustainability needs to present customized ESG and Renewable Energy solutions Build and maintain strong, trust-based relationships with decision-makers and key stakeholders Collaborate with internal solution architects and technical teams to develop compelling proposals and presentations Stay current on ESG regulations, industry sustainability trends, and clean energy innovations to position offerings effectively Manage the full sales cycle—from lead generation, discovery meetings, proposal presentations, to contract negotiation and deal closure Provide regular reports on sales pipeline, customer feedback, and market insights to internal teams Qualifications 3–5 years of experience in B2B sales, consultative selling, or business development, ideally for tech or solution-based services Proven ability to manage complex sales cycles with enterprise clients—especially in manufacturing or industrial sectors Familiarity with ESG principles, sustainability frameworks or digital transformation is a strong plus Exceptional presentation, communication, and negotiation skills Self-driven, well-organized, and capable of managing multiple clients and pipelines simultaneously Willingness to travel to client sites as required Comfortable in a fast-paced, tech-driven environment with a solution-first and customer-centric mindset",https://th.jobsdb.com/th/job/89474990?type=standard&ref=search-standalone#sol=38248feeda47dff374bd2ba5af04117169c2dc67,41,30
Sales Engineer *Open fresh grad* (ID: 693435),PERSOL Thailand,บางกะปิ กรุงเทพมหานคร,"฿25,000 – ฿35,000 per month",งานเต็มเวลา,,"Responsibility: Build and maintain strong relationships with customers at multiple levels using a KYC-based approach. Identify customer needs and initiate new inquiries, products, or project opportunities aligned with current and future requirements. Analyze tender documents, specifications, and commercial terms and conditions. Prepare and manage commercial deviation lists against company standards. Coordinate with Bid Proposal and Technical teams to develop accurate and competitive quotations. Review cost-plus requirements and validate quotations prior to submission. Present quotations, lead commercial clarification, negotiate terms, and follow up through order confirmation. Deliver financial targets, including order intake, gross profit, and timely accounts receivable. Develop new markets and acquire new customers. Maintain accurate project and customer data in the C4C system. Ensure compliance with quality, health, safety, and environmental standards. Qualification: Bachelor’s degree in Mechanical Engineering, Electrical Engineering, Mechatronics, or a related field. Business English communication skills. Strong commercial and negotiation skills. Ability to understand technical concepts and translate them into customer-oriented solutions. Good presentation and stakeholder management skills. Understanding of customer decision-making processes and budget cycles. Problem-solving mindset; able to work under pressure. **By submitting your curriculum vitae or personal data to us in connection with your job application, you are deemed to have read and agreed to the terms of our Privacy Policy, and consented to the collection, use and disclosure of your personal data by us and our affiliates, in accordance with our Privacy Policy. Please visit PERSOL THAILAND for a copy of our Privacy Policy. If you wish to withdraw your consent, please drop us an email to let us know. CONTACT: PERSOL HR Services Recruitment (Thailand) Co., Ltd. บริษัทจัดหางาน เพอร์ซอลเคลลี่ เอชอาร์ เซอร์วิสเซส (ประเทศไทย) จำกัด",https://th.jobsdb.com/th/job/90596580?type=standard&ref=search-standalone#sol=2aa0fa0b3be4f6064403aa8e06523dca91ed9428,41,31
Sales Manager – Retail Clients 100k,JAC Recruitment Thailand,กรุงเทพมหานคร,"฿70,000 – ฿100,000 per month",งานเต็มเวลา,,"Sales Manager – Retail Clients Location: Klong Sam Wa area (คลองสามวา) >> Flexible working style Salary : 100,000 THB +/- (Open to negotiation) About the Company A provider of AI‑powered retail analytics and people‑counting systems, that help organizations improve customer experience and operational efficiency. Role Overview Responsible for driving sales and growing business within the retail sector, offering solutions such as in‑store analytics, data, and insight platforms to retail chains and shopping malls. Key Responsibilities Acquire and manage retail clients (malls, retail chains, specialty stores). Conduct sales presentations and demos focused on analytics and customer‑flow insights. Develop proposals, negotiate contracts, and close deals. Maintain strong client relationships and identify upsell opportunities. Collaborate with technical teams to ensure smooth onboarding and support. Qualifications Bachelor’s degree in Business, or related fields. 5+ years of B2B sales experience, ideally experience in dealing with retailers / department stores. Knowledge of retail operations Experience in data/insight‑driven solutions is plus but not a must Existing network within Thailand’s retail industry. Strong communication, presentation, and negotiation skills. Good command of English Interested candidate, please send your resume in English to us. JAC Personnel Recruitment Ltd 10F Emporium Tower 622 Sukhumvit Soi 24 Klongton, Klongtoey, Bangkok 10110 Contact : K. Napaphach Office Number: 066-097-2958 Time: 9.00 am - 6.00 pm Website : https://www.jac-recruitment.co.th",https://th.jobsdb.com/th/job/90105958?type=standard&ref=search-standalone#sol=18d98c59b3cd4d7fff4998bdc9da1d8a2998d209,41,32
Senior Joint Venture Report,Origin Property Public Company Limited,บางนา กรุงเทพมหานคร,"฿25,000 – ฿37,000 per month",งานเต็มเวลา,,"Job Descriptions: Finding or coordinate with agency to contact potential Japanese partners or investors who are interested in joint investment with the company. Communicate between the company's representative and potential Japanese partners or investors in respect of new joint development projects including housing, condominium, commercial building and warehouse projects, and support the followings Other support as requested by. teamLiase with related government and/or regulation bodies with regards to the projects on had Q&A, due diligence, commercial negotiation, legal documents execution and investment approval. Meeting between the company and potential Japanese partners or investors; Site visiting by partners or potential investors. Qualifications: Bachelor degree of management, finance, marketing, real estate or any related field Good command in English Has computer skills (Excel, word, power point) Has Cash Flow Skill, Feasibilities and Financial Reporting Skill",https://th.jobsdb.com/th/job/89958072?type=standard&ref=search-standalone#sol=b099e4e142b266d369abc9a193d4eeedc20bd3fb,42,1
Presales Engineer (Chinese speaking),ผู้ประกอบการไม่เปิดเผยชื่อบริษัท,กรุงเทพมหานคร (ไฮบริด),"฿50,000 – ฿60,000 per month",งานเต็มเวลา,,"Job Purpose We are a leading Cloud & AI service provider, delivering cutting-edge solutions to enterprises across multiple industries. Our team specializes in multi-cloud and hybrid cloud strategies, AI/ML solutions, and best-in-class infrastructure services. We are looking for a highly motivated Business Consultant / Presales Engineer to bridge the gap between technical capabilities and customer needs, driving business growth and innovation. Key Responsibilities: Pre-Sales & Solution Consulting: Work closely with customers to understand their business challenges and technical requirements. Design and propose cloud, AI, and data-driven solutions tailored to customers' needs. Conduct technical presentations, solution demonstrations, and proof-of-concepts (PoCs) for prospects and clients. Collaborate with sales and technical teams to develop proposals, RFP responses, and value propositions. Provide strategic advisory on cloud adoption, AI-driven business transformation, and cost optimization. Minimum 1 year of experience with customer-facing or sales or presales roles. Business & Market Analysis: Analyze market trends, customer needs, and competitor activities to identify business opportunities. Assist in defining go-to-market strategies and business development initiatives for Cloud & AI services. Develop and refine service offerings in line with industry trends and customer demand. Customer Engagement & Relationship Management: Engage with C-level executives, IT leaders, and key decision-makers to build strong business relationships. Guide customers through the cloud and AI adoption journey, ensuring a smooth transition and maximizing ROI. Work with customer success teams to ensure long-term customer satisfaction and retention. Technical & Sales Enablement: Act as a bridge between engineering, sales, and delivery teams to ensure seamless project execution. Conduct training sessions and knowledge-sharing workshops for internal teams and customers. Stay up to date with advancements in cloud computing, AI, and emerging technologies. Support the international sales team in driving business expansion across different regions. Qualifications: Bachelor’s or Master’s degree in Computer Science, Engineering, Business, or a related field. 5+ years of experience in presales, business consulting, or technical sales roles within Cloud, AI, or IT services. Strong understanding of cloud platforms (Azure, AWS, GCP) and AI/ML technologies. Hands-on experience with cloud architecture, data engineering, or AI/ML solutions is a plus. Excellent presentation, communication, and stakeholder management skills. Ability to translate complex technical concepts into business value propositions. Experience with Infrastructure as Code (IaC), CI/CD, and DevOps methodologies is an advantage. Proven track record of driving sales and business growth through technical solutioning.",https://th.jobsdb.com/th/job/90208275?type=standard&ref=search-standalone#sol=502ef7039774dc5923fe519c82a478a6bb345a05,42,2
"Specialist, Security Operations (Gemo)","Pandora Production Co., Ltd.",ประเวศ กรุงเทพมหานคร,,งานเต็มเวลา,,"Imagine being the expert who safeguards people, property, and operations at the world’s most loved jewellery brand. If you're passionate about creating a safe and secure workplace, you could be our next Specialist, Security Operations at Pandora Crafting & Supply. Key objectives: Coordinate with the operation team regarding security related Manage and oversee security guard operations Response to emergencies follow the ERP Participated in the security-related activities such as security training, security audits, security exhibitions, or promotion events. Key duties: Perform duty officer responsibilities for both day and night shifts Monitor and control security guard operations & performance to ensure compliance to SLAs; provide feedback to service provider for improving performance Respond to the security requisitions from employees and visitors Respond to emergency situations according to procedure (i.e., fire, strike & protest, theft, threats) Conduct security patrols and report the risks and recommendations to Senior Manager, Security Conduct security trainings sessions for employees and contractors and outsourced security personnel Summarize security reports such security guard KPIs, security incident and/or relation to security operations Support investigations of fraud / security breach case in collaboration with HR (EGH department) and the Security Coordinator. Pivotal and professional qualifications: Minimum of 2 years’ experience in physical security management within a manufacturing environment or related fields Experience in outsourced security management or security investigations is an advantage Strong knowledge of security contract management Solid understanding of security systems, tools, and equipment Basic knowledge of human resource management and people supervision Knowledge of international security standards such as ISO, TAPA, AEO, and CTPAT Proven experience in incident management and emergency response Demonstrated leadership capabilities with strong skills in negotiation, teamwork, facilitation, evaluation, and communication Experience in people management, including supervising and coordinating security personnel Good command of both Thai and English (listening, speaking, reading, and writing) Strong computer skills, including proficiency in Microsoft Excel, PowerPoint, and Power BI Personal Competencies: Ability to drive solutions for complex business challenges Strategic mindset with the ability to create sustainable results for Pandora Ability to make difficult decisions and manage trade-offs effectively Strong planning and execution skills, able to manage high volume and complexity Inspirational leadership style with humility and a team-first mindset Self-motivated, adaptable, and willing to embrace change High emotional intelligence with the ability to lead, motivate, and develop future leaders Strong stakeholder management and communication skills across the organization Welcome to our Crafting & Supply The magic happens at our crafting facilities, where we combine centuries-old crafting traditions and high-quality materials with modern production techniques. You will be warmly greeted with over 13,000 craftspeople who are excellent at crafting and supplying the world’s largest jewellery brand with our craftsmanship. You will be part of a Specialist, Security Operations (Gemo) team and report to the Senior Manager, Security, who also oversees overall production machines. Join a team that is as diverse and inclusive as our jewellery. We believe and value creative thinking and ensure that there’s equitable opportunities for all. Foster growth and craft opportunities through our learning and development programmes. At Pandora, no effort or contribution goes unnoticed. We offer a wide range of opportunities and benefits to ensure that our employees feel valued, supported, and cared for. Transportation services are also available to drop you at the closet BTS station and other community areas. About Pandora Crafting & Supply Pandora started crafting its jewellery in Thailand in 1989, where our founders fell in love with the delicate craftsmanship of the Thai people. To date, there are two crafting facilities in Thailand, Bangkok, and Lamphun, and we employ more than 13,000 skilled craftspeople. By the end of 2023, there are 107 million pieces sold globally, all of which were hand-finished here in Thailand by our skilled craftspeople using high-quality raw materials and sustainable methods. About Pandora Group Pandora is the world's largest jewellery brand, specialising in the design, crafting and marketing of accessible luxury jewellery made from high-quality materials. Each piece is created to inspire self-expression, allowing people to share their stories and passions through meaningful jewellery. Pandora jewellery is sold in more than 100 countries through 6,800 points of sale, including more than 2,700 concept stores. Headquartered in Copenhagen, Denmark, Pandora employs 37,000 people worldwide and crafts its jewellery using only recycled silver and gold. Pandora is committed to leadership in sustainability and has set out to halve greenhouse gas emissions across its value chain by 2030. Pandora is listed on the Nasdaq Copenhagen stock exchange and generated revenue of DKK 31.7 billion (EUR 4.2 billion) in 2024.",https://th.jobsdb.com/th/job/90152601?type=standard&ref=search-standalone#sol=9e42b43871c9fb00cbfcc9f338ca935a48eac3fd,42,3
Solution Sales Executive- SAP Finance and Spend Management - Thailand,S.A.P,กรุงเทพมหานคร (ไฮบริด),,งานเต็มเวลา,,"We help the world run betterAt SAP, we keep it simple: you bring your best to us, and we'll bring out the best in you. We're builders touching over 20 industries and 80% of global commerce, and we need your unique talents to help shape what's next. The work is challenging – but it matters. You'll find a place where you can be yourself, prioritize your wellbeing, and truly belong. What's in it for you? Constant learning, skill growth, great benefits, and a team that wants you to grow and succeed. Role Overview The Solution Account Lead (SAL) is a strategic leader who combines deep SAP expertise, business acumen, and end-to-end solution area domain knowledge to drive LoB cloud revenue, customer success, accelerate adoption of innovation (especially AI), and position the organization as a market leader. The SAL shapes transformative solutions and delivers measurable value to customers through thought leadership, innovation, and strategic execution—supporting both Finance and Spend Management and the overall “One SAP” strategy. Key Responsibilities Account Ownership & Strategy: Serve as the SAP Finance and Spend Management owner for assigned accounts, developing and executing strategic account plans that align with customer goals, business objectives and broader account plans by account team. Drive End-to-End Customer Value Journey with Domain Expertise: Provide solution area domain expertise and thought leadership to understand and address high-priority business challenges. Lead end-to-end process mapping and the customer value journey, owning the transformation roadmap for SAP Finance and Spend Management. Pipeline & Opportunity Management: Identify and develop new business opportunities within existing accounts, contributing to pipeline growth and revenue targets. Product Success & Innovation: Drive go-to-market for new products, engage early with customers, validate solutions, and influence the product roadmap. Lead AI and innovation initiatives (e.g., BDC, Knowledge Graphs, scalable PoCs, Joule agents). Enablement, Demos & Prototypes: Support solution advisors to ensure demo system readiness and manage enablement programs. Collaborate with Demo & Learning teams to provide updated assets and trial environments as part of scalable enablement programs as well as customized demos, POCs and prototypes with customer specific data. Value Proposition & Executive Engagement: Collaborate with value advisors to create compelling narratives articulating ROI, value leakage and competitive advantages. Conduct strategic discovery, run value leakage, AOTP workshops and deliver persuasive pitches with ways of solving distinct customer business/buying-center challenges to accelerate executive buy-in and drive demand independently of RFPs. Commercial Negotiations: Navigate complex pricing and contractual discussions, balancing client expectations with organizational profitability and cloud revenue growth. Adoption & Consumption: Support Customer Success Management (CSM) communities, secure references, and manage escalations. Collaborate with CS and CS&D adoption teams to ensure successful delivery of solutions and services, monitoring outcomes and driving continuous improvement to maximize customer value. Customer Success & Field Impact: Own SAP Finance and Spend Management deal cycles, renewals, enablement, and executive engagement. Elevate customer discussions to prioritize investment and drive measurable outcomes. Relationship Building & Governance: Drive C-suite engagements and Buying Center Alignment by fostering long-term high-value relationships and convert executives into advocates and brand ambassadors. Conduct Quarterly Business Reviews (QBRs) with customers and internal stakeholders focused on solution adoption, innovation, risks and opportunities. Ecosystem & Partner Engagement: Own relationships with strategic consulting partners (e.g., McKinsey, Bain, Accenture, Deloitte, PwC, EY) to co-innovate, develop joint go-to-market strategies, and shape disruptive solutions. Maintain direct, high-quality relationships with partner account leads. Collaboration & Orchestration: Align closely with Sales, Product, and Marketing to ensure SAL impact is fully integrated into the go-to-market engine with tailored GTM approach. Drive joint accountability and coordination across internal stakeholders for maximum market impact. Competitive & Industry Expertise: Maintain deep technical and functional knowledge across SAP solutions. Stay at the forefront of emerging technologies and competitive trends to craft differentiated solutions that win in the market. Qualifications & Competencies Bachelor’s degree in Business, Marketing, Information Technology, or related field. Management consulting type profile with 10-15 Years Industry or Practitioner experience; Executive relationship building skills with proven C-suite influence. B2B enterprise experience with multi-stakeholder SaaS cycles, plus top-tier consulting and deep industry expertise. Proven experience in account management, solution sales, or customer success roles. Strong understanding of solution sales, customer value realization, and account planning methodologies; Expansion selling track record (account growth). Deep SAP and domain expertise, with strong understanding of AI and innovation trends. Maps value levers and tell a quantified ROI storytelling and compelling business case creation Strategic thinking, business acumen, relationship building and client advocacy skills. Excellent communication, negotiation, and stakeholder management abilities. Ability to work collaboratively in a matrixed environment and influence without direct authority. Analytical mindset with a focus on problem-solving and continuous improvement. 12 plus years’ experience in a quota carrying role 4 plus years’ domain experience in applicable sub solution area domain either from related industry or consulting (Spend management solutions) Why This Role Matters The SAL is pivotal in shaping SAP’s market leadership by delivering transformative solutions, driving innovation (especially in AI), and orchestrating value across the customer lifecycle. This role is at the intersection of strategy, technology, and relationship management, ensuring customers realize the full value of their SAP investments while positioning the organization for sustained growth. Bring out your bestSAP innovations help more than four hundred thousand customers worldwide work together more efficiently and use business insight more effectively. Originally known for leadership in enterprise resource planning (ERP) software, SAP has evolved to become a market leader in end-to-end business application software and related services for database, analytics, intelligent technologies, and experience management. As a cloud company with two hundred million users and more than one hundred thousand employees worldwide, we are purpose-driven and future-focused, with a highly collaborative team ethic and commitment to personal development. Whether connecting global industries, people, or platforms, we help ensure every challenge gets the solution it deserves. At SAP, you can bring out your best. Please note that any violation of these guidelines may result in disqualification from the hiring process. Requisition ID: 444598 | Work Area: Sales | Expected Travel: 0 - 40% | Career Status: Professional | Employment Type: Regular Full Time | Additional Locations: #LI-Hybrid",https://th.jobsdb.com/th/job/89904186?type=standard&ref=search-standalone#sol=14c1b640e8193cce7c8247b4490230910e5c278f,42,4
"Non-Life Insurance Account Manager up to 75k (BTS Asok, WFH)","PASONA RECRUITMENT (THAILAND) CO., LTD.",กรุงเทพมหานคร,"฿50,000 – ฿75,000 per month",งานเต็มเวลา,,"Work Hours: Mon-Fri 8:00-17:00 (Flexible Hours + Some WFH) Location: BTS Asok / MRT Phetburi Company Business: Insurance Broker Responsibilities: Department: Property & Casualty Report to: Director Operations & Corporate Development - Lead team member of current market situation locally, regionally and internationally and analyze for new business opportunities - Identify, develop and implement new area of insurance products to serve existing and new clients - Identify, deal and negotiate with appropriate Business Partners for the best Insurance Package/Program - Advisory client services informed concerning market conditions, including pricing trend, coverage grants and other issues - Maintain frequent interaction with practice offices, insurance markets, and regular clients - Closely coordinate with Risk Services Department and others to monitor the performance of each product launch including feedback received and be ready to adjust the product detail where necessary or to bring in additional marketing tools to ensure product success - Ensure information delivered to clients is precise and accurate - Supervise and control team to work effectively and timely. Requirements: - Bachelor Degree/higher in any related field - Preferred over 8 years experience as Non-Life Insurance Account Executive/Manager - At least 3-5 years experience in managerial level/experience managing subordinates - Very good in spoken and written English - Good computer proficiency - Able to work under pressure and meet deadlines - Strategic mindset and positive attitude Benefits: • Bonus fixed & Variable • Annual leave • Provident Fund • Yearly Travel oversea (เที่ยวต่างประเทศ) • Life Insurance • Health Insurance • Annual Medical Check up • Social Security • Working Mon – Fri • Work from home",https://th.jobsdb.com/th/job/90212576?type=standard&ref=search-standalone#sol=c2d537f8ce586e9441d1ade7b98aa910dfa5c1f6,42,5
Senior SAP Human Capital Management (HCM) Urgent,PTT Digital Solutions Company Limited,กรุงเทพมหานคร (ไฮบริด),,งานเต็มเวลา,,"Job Overview We're currently seeking for a candidate who has strong professional background in SAP Consultant especially Senior SAP Consultant SAP HCM Module OM,PA,TM,PY,BN that have an experience based on Module of HCM following to this role job responsibility will relate to Manage project that serve our customer as PTT Group and external include with manage in internal resource such as SAP's team members and external's resource as vendors to be fit on each project that PTT Digital provide solution to customer both external and PTT Group. Job Description Collaborate with Key users and Business owners to gather and analyze business requirements, offering expertise in business process optimization and fit-gap analysis to align system functionality with business objectives. Design and validate detailed functional specifications, including application flows, business logic, user interfaces, reports, and data structures. Lead and manage the end-to-end process in defining and configuring the SAP HCM & SuccessFactors, ensuring that system functionality meets business needs. Perform comprehensive impact analyses and develop strategic implementation or enhancement plans in coordination with cross-functional teams (ABAP, Database, Infrastructure), ensuring the alignment of project deliverables. Review and validate technical specifications, prepare user documentation, and lead training programs for Key users and End users. Lead and manage the User Acceptance Testing (UAT) phase, ensuring through validation of the solution before deployment. Provide support Post-Go-Live, analyzing and addressing system incidents, identifying root causes and coordinating with technical teams to resolve issues efficiently. Mentor and provide guidance to junior consultants, ensuring knowledge sharing and professional development within the team Job Specifications At least 5 years of SAP’s product HCM module OM,PA,TM,PY,BN, interface PD, interface TE or related experience including SAP SuccessFactors module PY . Minimum of 2 full life-cycle SAP implementation as a Functional Lead or Project Lead or SAP Technical’ s lead. Must have experience working directly with the client either managing full life-cycle projects in SAP module of HCM in implementations or managing for large implementations of SAP system. Must have experience from a functional perspective, with focus on implementing SAP HCM system related facilitating design workshops, business process analysis, and system integration or direct interaction with clients, providing subject matter guidance and training, ensuring that the implementation follows established practice configuration principles. Must have an experience of supports the delivery team with expertise in SAP Module of HCM and by providing implementation support, bug fixes, and customer support. Ability to work Under pressure & Good at communication with customer in PTT Group. Strong command of English (Required TOEIC score at least 600) Interested candidate please submit your full CV in English, Transcript, TOEIC Score, IT Certificate, and expected salary to People Excellence Center PTT Digital Solutions Co., Ltd. Website: https://www.pttdigital.com",https://th.jobsdb.com/th/job/90271752?type=standard&ref=search-standalone#sol=c163520bce079b7156d993496ddf3c8124c5b3fe,42,6
